﻿NAME,TYPE EN,SUBTYPE EN,BLOCK,POINT_X_Longitude,POINT_Y_Latitude,location
ALRAZZAQ RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,302,50.57278791,26.22441286,"26.22441286, 50.57278791"
ALSHAAER RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,928,50.51349831,26.13111825,"26.13111825, 50.51349831"
ALUNS GRILLS,RESTAURANTS,OTHER RESTAURANTS,721,50.56421299,26.17037278,"26.17037278, 50.56421299"
AMMAR RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,304,50.57605446,26.2324234,"26.2324233999999, 50.57605446"
AMWAJ ALSEEF CAFETERIA,RESTAURANTS,OTHER RESTAURANTS,1204,50.50653434,26.13510212,"26.1351021199999, 50.50653434"
ARABELLA CATERING,RESTAURANTS,OTHER RESTAURANTS,904,50.54129822,26.12894282,"26.1289428199999, 50.54129822"
ARABIAN CORNER,RESTAURANTS,OTHER RESTAURANTS,351,50.55313658,26.22935923,"26.22935923, 50.55313658"
ASEEL CAFETERIA,RESTAURANTS,OTHER RESTAURANTS,204,50.61787286,26.26137423,"26.26137423, 50.6178728599999"
ASWAR RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,320,50.59540242,26.23238652,"26.2323865199999, 50.5954024199999"
AVANTI COFFEE & RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,428,50.53771994,26.23951047,"26.2395104699999, 50.53771994"
AWAL RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,308,50.58421698,26.22716165,"26.2271616499999, 50.58421698"
AWISHAH RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,252,50.64997645,26.27227099,"26.2722709899999, 50.6499764499999"
BAHRAIN HOUSE RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,304,50.57423932,26.23160644,"26.23160644, 50.5742393199999"
BAM BAGUETTES RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,341,50.60535246,26.21079973,"26.21079973, 50.6053524599999"
BANGKOK RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,337,50.5963097,26.20460151,"26.20460151, 50.5963096999999"
BANGLADISH RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,302,50.57254226,26.22793459,"26.22793459, 50.5725422599999"
BEIRUT RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,317,50.59008327,26.23925975,"26.2392597499999, 50.59008327"
BIN DARWISH RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,303,50.57161437,26.22667027,"26.22667027, 50.5716143699999"
BIN HAMADA CAFETERIA,RESTAURANTS,OTHER RESTAURANTS,813,50.55693358,26.1661724,"26.1661724, 50.5569335799999"
BLACK COLD RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,624,50.6051995,26.13963993,"26.13963993, 50.6051994999999"
BRONAI RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,302,50.57325216,26.22830995,"26.22830995, 50.57325216"
BROSTED LAND RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,308,50.58840592,26.22838401,"26.2283840099999, 50.58840592"
BU HAMEED RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,1034,50.48656717,26.09741407,"26.0974140699999, 50.48656717"
BYE BYE RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,302,50.57479946,26.2260051,"26.2260050999999, 50.57479946"
CAESAR SWEETS AND PASTRIES,RESTAURANTS,OTHER RESTAURANTS,721,50.56071733,26.17451253,"26.17451253, 50.56071733"
CALICUT RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,304,50.57290641,26.22949898,"26.2294989799999, 50.57290641"
CHIC KING INTERNATIONAL RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,907,50.57560728,26.11659031,"26.1165903099999, 50.57560728"
CITY PALACE RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,646,50.58935776,26.13459697,"26.13459697, 50.5893577599999"
COMILLA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,302,50.57406381,26.22915215,"26.22915215, 50.5740638099999"
COWPOY RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,318,50.59174843,26.23387151,"26.23387151, 50.59174843"
CRYSTAL RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,304,50.57443693,26.23281613,"26.23281613, 50.5744369299999"
DANA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,343,50.60111174,26.20049157,"26.20049157, 50.60111174"
EATERY FINE DINING RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,533,50.47715901,26.19775446,"26.1977544599999, 50.47715901"
EMPALA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,318,50.591114,26.23079401,"26.23079401, 50.5911139999999"
EXHIBITIONS CAFETERIA,RESTAURANTS,OTHER RESTAURANTS,435,50.52837532,26.21259266,"26.2125926599999, 50.52837532"
FATHI RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,302,50.57343783,26.22597407,"26.2259740699999, 50.57343783"
FAVOURITE RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,321,50.59298191,26.22665496,"26.22665496, 50.5929819099999"
FELFELA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,208,50.61811385,26.25144658,"26.25144658, 50.61811385"
GOLDEN NOODLES RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,351,50.55302297,26.22924193,"26.22924193, 50.55302297"
GOLDEN PLATES RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,320,50.59675075,26.23286653,"26.2328665299999, 50.5967507499999"
GOLDEN ROSE RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,307,50.58588624,26.22835684,"26.22835684, 50.58588624"
GREEN CAPSICUM RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,311,50.57052245,26.2197154,"26.2197153999999, 50.5705224499999"
GREEN VALLEY RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,327,50.58585248,26.21296766,"26.21296766, 50.58585248"
GRILLS AND BROASTED 442,RESTAURANTS,OTHER RESTAURANTS,363,50.55839696,26.21050183,"26.2105018299999, 50.55839696"
GROPY GRILLS,RESTAURANTS,OTHER RESTAURANTS,213,50.61392019,26.25143682,"26.2514368199999, 50.61392019"
HAPPY LAND RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,425,50.53396944,26.21565768,"26.21565768, 50.53396944"
HAVANA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,320,50.59752812,26.23053077,"26.23053077, 50.59752812"
HIDD RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,104,50.65478302,26.24595086,"26.24595086, 50.6547830199999"
HIGH TOP INTERNATIONAL RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,327,50.58535997,26.21768724,"26.21768724, 50.5853599699999"
HOT AND COLD CAFETERIA,RESTAURANTS,OTHER RESTAURANTS,318,50.59291392,26.23498933,"26.23498933, 50.59291392"
HOT POT RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,308,50.58364455,26.22526023,"26.22526023, 50.58364455"
HOTERS RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,308,50.58808143,26.22585632,"26.2258563199999, 50.58808143"
HOUSE BOAR RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,257,50.66355045,26.28821676,"26.28821676, 50.66355045"
IBN AL ʻAZZ RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,646,50.58573298,26.13547737,"26.13547737, 50.58573298"
JAHRAMI RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,215,50.60890557,26.24881684,"26.24881684, 50.6089055699999"
JIMMYS KILLER PRAWNS,RESTAURANTS,OTHER RESTAURANTS,240,50.62587922,26.25395988,"26.25395988, 50.62587922"
JUBRAN RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,302,50.57423069,26.2290765,"26.2290765, 50.57423069"
KABABJI RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,302,50.57446156,26.22959246,"26.2295924599999, 50.57446156"
KABANA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,301,50.58132985,26.22948949,"26.2294894899999, 50.58132985"
KABANA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,905,50.56826831,26.120827,"26.1208269999999, 50.56826831"
KALAVARA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,311,50.56809862,26.21823545,"26.21823545, 50.56809862"
KARRAR RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,302,50.57229291,26.22694163,"26.2269416299999, 50.57229291"
KENNY ROGERS ROASTER RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,366,50.54481728,26.19760704,"26.19760704, 50.5448172799999"
KHAYAM RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,604,50.61028603,26.17345901,"26.1734590099999, 50.6102860299999"
KING KRAK CAFETERIA,RESTAURANTS,OTHER RESTAURANTS,216,50.61573137,26.24397304,"26.24397304, 50.6157313699999"
KIRALY RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,304,50.57596421,26.23260616,"26.23260616, 50.57596421"
KOLON RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,318,50.59388453,26.2325527,"26.2325526999999, 50.5938845299999"
KULSHAN RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,341,50.60161534,26.20937196,"26.2093719599999, 50.60161534"
LA ROCHE COFFEE & RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,338,50.59567635,26.21215851,"26.2121585099999, 50.5956763499999"
LANTERNS LOUNGE AND RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,338,50.59289607,26.21320102,"26.21320102, 50.59289607"
LIFE LAND RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,907,50.57405714,26.11560238,"26.1156023799999, 50.57405714"
LINA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,318,50.59371831,26.2328394,"26.2328394, 50.59371831"
LMDALAL RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,222,50.6081168,26.26438097,"26.26438097, 50.6081167999999"
MAGICAL CHICKEN RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,917,50.56579867,26.12943278,"26.1294327799999, 50.56579867"
MAIMOOZA PASTRIES & SHAWARMA,RESTAURANTS,OTHER RESTAURANTS,302,50.57348429,26.2274599,"26.2274598999999, 50.57348429"
MALAYSIA EXPRESS CAFETERIA,RESTAURANTS,OTHER RESTAURANTS,913,50.56107042,26.13178178,"26.13178178, 50.56107042"
MANAMA TAJ RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,304,50.57555367,26.23282645,"26.23282645, 50.5755536699999"
MANDALI RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,304,50.57523094,26.23048843,"26.23048843, 50.5752309399999"
MARAN RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,302,50.57439753,26.22600031,"26.22600031, 50.5743975299999"
MASHMOOM RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,912,50.54349408,26.13027452,"26.13027452, 50.54349408"
MASHTAN CAFETERIA,RESTAURANTS,OTHER RESTAURANTS,210,50.61809581,26.25764618,"26.2576461799999, 50.61809581"
MILLIONS OF MILKSHAKES,RESTAURANTS,OTHER RESTAURANTS,915,50.55953801,26.13588562,"26.13588562, 50.5595380099999"
MIRAJ RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,939,50.57552636,26.13498147,"26.13498147, 50.5755263599999"
MIRAJ RESTAURANT & HALL FOR EVENTS,RESTAURANTS,OTHER RESTAURANTS,1014,50.48760075,26.14743896,"26.1474389599999, 50.4876007499999"
MUHAMMAD NOOR BUKHARI RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,224,50.61631374,26.26609743,"26.2660974299999, 50.61631374"
MUHAMMAD NOOR BUKHARI RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,320,50.59632878,26.23331189,"26.23331189, 50.59632878"
NHARAIN RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,555,50.45138386,26.21251994,"26.21251994, 50.45138386"
NOODLE FACTORY RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,257,50.6651231,26.28914553,"26.2891455299999, 50.6651231"
NOOR AL SABAH RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,209,50.61212756,26.25565786,"26.2556578599999, 50.6121275599999"
NOOR ALWLAYA RESTAURANT & GRILLS,RESTAURANTS,OTHER RESTAURANTS,1033,50.48587965,26.09833341,"26.0983334099999, 50.48587965"
ONE TOUCH RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,321,50.59671208,26.22564284,"26.2256428399999, 50.59671208"
ORIENTAL RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,128,50.66185988,26.19949073,"26.19949073, 50.66185988"
OUT OF THE BLUE RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,326,50.58893068,26.21867895,"26.21867895, 50.5889306799999"
PANASIAN RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,337,50.59648295,26.20194609,"26.20194609, 50.59648295"
PANORAMA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,318,50.59524673,26.23016388,"26.2301638799999, 50.59524673"
PAPA SAEED HEALTHY FOOD,RESTAURANTS,OTHER RESTAURANTS,646,50.58823812,26.13896678,"26.13896678, 50.58823812"
POPEYE PASTRIES,RESTAURANTS,OTHER RESTAURANTS,340,50.60634851,26.21098223,"26.2109822299999, 50.6063485099999"
POTATO CITY RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,240,50.62592563,26.25406237,"26.25406237, 50.6259256299999"
QAEEDI GRILLS,RESTAURANTS,OTHER RESTAURANTS,314,50.56926928,26.22859835,"26.2285983499999, 50.56926928"
QAZWEEN BROASTED,RESTAURANTS,OTHER RESTAURANTS,307,50.58524792,26.22806722,"26.22806722, 50.58524792"
REEM ALBAWADI CAFETERIA,RESTAURANTS,OTHER RESTAURANTS,216,50.61645846,26.24438658,"26.24438658, 50.6164584599999"
REEM RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,704,50.53289337,26.18606182,"26.1860618199999, 50.5328933699999"
RIDAN RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,721,50.56141284,26.17961275,"26.17961275, 50.56141284"
RIO CAFETERIA,RESTAURANTS,OTHER RESTAURANTS,210,50.617142,26.25727668,"26.25727668, 50.617142"
SABA KINGDOM RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,203,50.61137048,26.26043984,"26.26043984, 50.6113704799999"
SABERAH RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,925,50.56999075,26.12472345,"26.12472345, 50.56999075"
SADAF CAFE AND RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,257,50.66438696,26.28945418,"26.28945418, 50.66438696"
SAFASIF RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,517,50.48711038,26.19514077,"26.1951407699999, 50.4871103799999"
SAFWAN RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,102,50.65487359,26.24905694,"26.2490569399999, 50.65487359"
SAHAR RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,339,50.59678262,26.20444342,"26.20444342, 50.5967826199999"
SAIYAF RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,205,50.6119326,26.2556082,"26.2556082, 50.6119326"
SAKINAH RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,321,50.59220062,26.22856247,"26.22856247, 50.59220062"
SARINA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,302,50.57375151,26.2288762,"26.2288761999999, 50.57375151"
SHAFLOOT RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,321,50.58911802,26.22630883,"26.22630883, 50.58911802"
SHAYMA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,301,50.5792508,26.22767503,"26.22767503, 50.5792507999999"
SHEESHAL GATE RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,555,50.45095817,26.21117979,"26.2111797899999, 50.45095817"
SILAN RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,321,50.59336119,26.22683481,"26.22683481, 50.59336119"
SILVER RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,303,50.57214529,26.22611624,"26.22611624, 50.57214529"
SITRA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,608,50.61629797,26.16020446,"26.1602044599999, 50.6162979699999"
SUFRAT AL MUHARRAQ RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,304,50.57802856,26.23161393,"26.23161393, 50.57802856"
SUPREEM RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,318,50.59239994,26.23206119,"26.23206119, 50.59239994"
SWEETY TWEETY PASTRIES,RESTAURANTS,OTHER RESTAURANTS,815,50.56721713,26.16139152,"26.1613915199999, 50.56721713"
TABAKH PLUS RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,309,50.58380998,26.22407103,"26.22407103, 50.5838099799999"
TABREEZ RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,423,50.53778046,26.21904868,"26.21904868, 50.53778046"
TAKE AWAY RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,228,50.59800806,26.26381742,"26.2638174199999, 50.5980080599999"
TAKE AWAY RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,428,50.53981634,26.23579913,"26.23579913, 50.53981634"
TASHQAND RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,428,50.53788533,26.23204233,"26.2320423299999, 50.53788533"
THE GREAT WALL RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,337,50.59410497,26.20315866,"26.20315866, 50.59410497"
THE MOROCCON GALLERY COFFEE SHOP,RESTAURANTS,OTHER RESTAURANTS,318,50.59351981,26.23467127,"26.23467127, 50.5935198099999"
THE ORIGINAL RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,504,50.49225397,26.21937889,"26.21937889, 50.49225397"
THE PLAZA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,436,50.53512324,26.2383521,"26.2383521, 50.5351232399999"
TITANIC RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,301,50.57955475,26.22677443,"26.2267744299999, 50.57955475"
TOP HOME RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,304,50.57518737,26.23046383,"26.23046383, 50.57518737"
TURKISH MAZAYA OVEN,RESTAURANTS,OTHER RESTAURANTS,318,50.59536531,26.23175498,"26.23175498, 50.5953653099999"
UMM OMAR CAFETERIA,RESTAURANTS,OTHER RESTAURANTS,1204,50.50746802,26.13303464,"26.13303464, 50.5074680199999"
WADIYAN RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,1203,50.49678402,26.14276168,"26.14276168, 50.49678402"
WARSOO RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,307,50.58795153,26.23084602,"26.23084602, 50.5879515299999"
WILDSIDE BARBEQUE RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,575,50.48092201,26.17827704,"26.17827704, 50.48092201"
ZAHRAT AL MUHARRAQ RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,211,50.60862107,26.25019018,"26.25019018, 50.6086210699999"
ZAID RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,302,50.57367564,26.22877423,"26.2287742299999, 50.5736756399999"
CAESARS PIZZA,RESTAURANTS,PIZZA,518,50.49034297,26.22049625,"26.22049625, 50.49034297"
DOMINO'S PIZZA,RESTAURANTS,PIZZA,450,50.51261823,26.21911953,"26.21911953, 50.51261823"
DOMINO'S PIZZA,RESTAURANTS,PIZZA,913,50.5592937,26.13107053,"26.1310705299999, 50.5592936999999"
DOMINO'S PIZZA,RESTAURANTS,PIZZA,1038,50.48860655,26.09274936,"26.0927493599999, 50.48860655"
KONO PIZZA,RESTAURANTS,PIZZA,513,50.49991896,26.20345146,"26.20345146, 50.49991896"
LITTLE CAESARS RESTAURANT,RESTAURANTS,PIZZA,331,50.57575692,26.20543795,"26.20543795, 50.57575692"
METRO PIZZA,RESTAURANTS,PIZZA,517,50.48688639,26.19546306,"26.19546306, 50.48688639"
PAPA JOHNS,RESTAURANTS,PIZZA,257,50.66389798,26.2891062,"26.2891061999999, 50.66389798"
PAPA JOHNS,RESTAURANTS,PIZZA,316,50.57627001,26.23571253,"26.23571253, 50.57627001"
PAPA JOHNS,RESTAURANTS,PIZZA,341,50.60903674,26.21073659,"26.21073659, 50.60903674"
PAPA JOHNS,RESTAURANTS,PIZZA,428,50.53653478,26.23174145,"26.23174145, 50.5365347799999"
PAPA JOHNS,RESTAURANTS,PIZZA,646,50.59033642,26.12649602,"26.12649602, 50.59033642"
PAPA JOHNS,RESTAURANTS,PIZZA,711,50.56272166,26.20153178,"26.20153178, 50.56272166"
PAPA JOHNS,RESTAURANTS,PIZZA,810,50.54859567,26.17171308,"26.17171308, 50.5485956699999"
PAPA JOHNS,RESTAURANTS,PIZZA,1014,50.48731742,26.14852844,"26.14852844, 50.4873174199999"
PAPA JOHNS,RESTAURANTS,PIZZA,1056,50.49934831,26.048884,"26.0488839999999, 50.49934831"
PIZZA HUT,RESTAURANTS,PIZZA,205,50.61250626,26.26113978,"26.26113978, 50.61250626"
PIZZA HUT,RESTAURANTS,PIZZA,341,50.60376064,26.20932743,"26.2093274299999, 50.6037606399999"
PIZZA HUT,RESTAURANTS,PIZZA,428,50.53665399,26.23173885,"26.2317388499999, 50.5366539899999"
PIZZA HUT,RESTAURANTS,PIZZA,646,50.59033642,26.12649602,"26.12649602, 50.59033642"
PIZZA HUT,RESTAURANTS,PIZZA,810,50.54759193,26.17196723,"26.17196723, 50.54759193"
PIZZA KING,RESTAURANTS,PIZZA,225,50.60571579,26.27116261,"26.27116261, 50.6057157899999"
PIZZA KING,RESTAURANTS,PIZZA,718,50.542341,26.16563705,"26.16563705, 50.542341"
PIZZA URBAN SLICE,RESTAURANTS,PIZZA,341,50.60614357,26.21081011,"26.21081011, 50.60614357"
AL SAYADEEN RESTAURANT,RESTAURANTS,SEAFOOD RESTAURANTS,216,50.6201425,26.24511925,"26.2451192499999, 50.6201425"
DIAMOND FISH RESTAURANT,RESTAURANTS,SEAFOOD RESTAURANTS,324,50.60452001,26.21885215,"26.21885215, 50.60452001"
FISH HOUSE RESTAURANT,RESTAURANTS,SEAFOOD RESTAURANTS,431,50.52451197,26.21732225,"26.2173222499999, 50.5245119699999"
MAES KITCHEN,RESTAURANTS,SEAFOOD RESTAURANTS,314,50.56463325,26.23018569,"26.2301856899999, 50.56463325"
PAUL,RESTAURANTS,SEAFOOD RESTAURANTS,346,50.55437794,26.23307731,"26.2330773099999, 50.55437794"
DA RAE JUNG RESTAURANT,RESTAURANTS,THAI RESTAURANTS,327,50.58877789,26.21485662,"26.2148566199999, 50.58877789"
HASH HOUSE RESTAURANT,RESTAURANTS,THAI RESTAURANTS,338,50.5928883,26.21464216,"26.21464216, 50.5928882999999"
SABAYDEE THAI RESTAURANT,RESTAURANTS,THAI RESTAURANTS,318,50.59494144,26.23259727,"26.2325972699999, 50.5949414399999"
THAI EXPRESS,RESTAURANTS,THAI RESTAURANTS,518,50.49033301,26.22056971,"26.2205697099999, 50.49033301"
WANG THAI RESTAURANT,RESTAURANTS,THAI RESTAURANTS,327,50.58811562,26.21498685,"26.2149868499999, 50.58811562"
ADAM BROASTED & SHAWARMA & PASTRIES,RESTAURANTS,TURKISH RESTAURANTS,222,50.60918688,26.2646198,"26.2646197999999, 50.60918688"
ADAM BROASTED & SHAWARMA & PASTRIES,RESTAURANTS,TURKISH RESTAURANTS,242,50.63320052,26.25488181,"26.25488181, 50.63320052"
AL FANOOS RESTAURANT,RESTAURANTS,TURKISH RESTAURANTS,407,50.54552886,26.20733197,"26.2073319699999, 50.5455288599999"
AMO ORHAN RESTAURANT,RESTAURANTS,TURKISH RESTAURANTS,721,50.5615318,26.17464192,"26.1746419199999, 50.5615317999999"
BU YAQOUB GRILLS,RESTAURANTS,TURKISH RESTAURANTS,216,50.616116,26.2477084,"26.2477084, 50.6161159999999"
ESKANDROON GRILLS,RESTAURANTS,TURKISH RESTAURANTS,319,50.59716257,26.23376795,"26.23376795, 50.59716257"
RAHI RELAX TURKISH FOOD,RESTAURANTS,TURKISH RESTAURANTS,422,50.53406622,26.219551,"26.2195509999999, 50.53406622"
TURKISH GRILL RESTAURANT,RESTAURANTS,TURKISH RESTAURANTS,341,50.60589949,26.210634,"26.2106339999999, 50.6058994899999"
BENNIGAN'S,RESTAURANTS,AMERICAN RESTAURANTS,324,50.60488624,26.21657354,"26.2165735399999, 50.6048862399999"
CHILIS,RESTAURANTS,AMERICAN RESTAURANTS,317,50.58879372,26.24133051,"26.24133051, 50.5887937199999"
CHILIS,RESTAURANTS,AMERICAN RESTAURANTS,351,50.55302488,26.22935338,"26.2293533799999, 50.55302488"
CHILIS,RESTAURANTS,AMERICAN RESTAURANTS,428,50.53786951,26.23173509,"26.23173509, 50.53786951"
